Date,AE,Rolling_Avg_6M,MoM_Growth_%,YoY_Growth_%
2014-04-01,1213065.8571428573,1170108.761904762,-4.440576710492272,1.165610944688522
2014-05-01,1287333.1428571427,1194812.261904762,6.122279782006856,4.682726952526406
2014-06-01,1265211.142857143,1210345.5952380954,-1.7184362977637258,6.199568869329419
2014-07-01,1302588.4285714282,1237063.0714285714,2.9542330483968593,1.6297553059836822
2014-08-01,1188146.7142857146,1254296.9047619046,-8.785715562606667,-0.12816263794327432
2014-09-01,1221781.5714285716,1246354.4761904762,2.8308673279526353,5.638437526556417
2014-10-01,1250114.1428571434,1252529.1904761905,2.318955539282186,4.2405843610517024
2014-11-01,1205519.2857142857,1238893.5476190478,-3.567262829371398,5.829728290893277
2014-12-01,1241894.7142857136,1235007.4761904762,3.017407436155195,5.962705376521238
2015-01-01,1124040.428571428,1205249.4761904762,-9.489877391262635,-1.5970765327849579
2015-02-01,1072451.571428571,1185966.9523809522,-4.589590892955931,-1.1331840595395937
2015-03-01,1251324.8571428568,1190890.833333333,16.67891497198477,-1.426718926839654
2015-04-01,1206631.285714286,1183643.69047619,-3.5717001203523946,-0.5304387548856426
2015-05-01,1254445.1428571427,1191797.9999999998,3.9625905368890324,-2.554738855476635
2015-06-01,1249213.0,1193017.714285714,-0.41708821521090345,-1.2644642712373977
2015-07-01,1271523.0,1217598.1428571427,1.7859244180135736,-2.3848997803165073
2015-08-01,1215826.0,1241493.8809523808,-4.38033759515164,2.329618504304465
2015-09-01,1221594.0,1236538.738095238,0.47440998958732106,-0.015352288245129575
2015-10-01,1261395.0,1245666.0238095238,3.2581201282913863,0.902386170679903
2015-11-01,1236294.0,1242640.8333333333,-1.9899397096072247,2.5528180801752898
2015-12-01,1232965.0,1239932.8333333333,-0.26927251931984086,-0.7190395597141741
2016-01-01,1250005.0,1236346.5,1.3820343643169197,11.206409327168387
2016-02-01,1218372.0,1236770.8333333333,-2.5306298774804947,13.606248753690032
2016-03-01,1350373.0,1258234.0,10.834211554434937,7.91546194353554
2016-04-01,1214057.0,1250344.3333333333,-10.094692355371437,0.6154087312031153
2016-05-01,1353206.0,1269829.6666666667,11.461488216780591,7.872871739765208
2016-06-01,1282499.0,1278085.3333333333,-5.225146799526459,2.6645576054683984
2016-07-01,1353477.0,1295330.6666666667,5.5343512938411665,6.4453415313761475
2016-08-01,1254439.0,1301341.8333333333,-7.317302030252448,3.1758656255089113
2016-09-01,1277578.0,1289209.3333333333,1.8445695645623372,4.582864683356336
2016-10-01,1317571.0,1306461.6666666667,3.130376384064215,4.453482057563263
2016-11-01,1258205.0,1290628.1666666667,-4.505715441520797,1.7723130582207869
2016-12-01,1277133.0,1289733.8333333333,1.504365345869707,3.582259026006418
2017-01-01,1237177.0,1270350.5,-3.1285700079788037,-1.0262358950564154
2017-02-01,1127909.0,1249262.1666666667,-8.832042626075332,-7.424907991976182
2017-03-01,1309507.0,1254583.6666666667,16.100412355961335,-3.0262749625473817
2017-04-01,1253743.0,1243945.6666666667,-4.258396480507553,3.2688745256606477
2017-05-01,1347297.0,1258794.3333333333,7.461975859486358,-0.4366667011526659
2017-06-01,1296877.0,1262085.0,-3.7423077465473464,1.1210924920799226
2017-07-01,1348648.0,1280663.5,3.991974566593437,-0.3567847846694061
2017-08-01,1256655.0,1302121.1666666667,-6.821127529199611,0.17665267103461613
2017-09-01,1263957.0,1294529.5,0.5810664024732404,-1.0661579958327394
2017-10-01,1325211.0,1306440.8333333333,4.8462091669257745,0.5798548996600594
2017-11-01,1281913.0,1295543.5,-3.267253290230765,1.8842716409488203
2017-12-01,1289587.0,1294328.5,0.598636568940325,0.9751529402184378
2018-01-01,1257026.0,1279058.1666666667,-2.5249168919972087,1.6043783549160695
2018-02-01,1151757.0,1261575.1666666667,-8.374448897636167,2.114354970126131
2018-03-01,1299796.0,1267548.3333333333,12.85331888584138,-0.7415767918766414
2018-04-01,1246348.0,1254404.5,-4.112029887766999,-0.5898338016642968
2018-05-01,1354711.0,1266537.5,8.694441680814657,0.5502869820091627
2018-06-01,1306739.0,1269396.1666666667,-3.541124269309104,0.7604422007638334
2018-07-01,1365859.0,1287535.0,4.524239346954517,1.27616694645305
2018-08-01,1252767.0,1304370.0,-8.279917619607879,-0.3093927927712903
2018-09-01,1269088.0,1299252.0,1.3027961304855618,0.4059473542217029
2018-10-01,1320032.0,1311532.6666666667,4.014221236037208,-0.39080569056549885
2018-11-01,1305353.0,1303306.3333333333,-1.1120184965212943,1.828517223867765
2018-12-01,1307359.0,1303409.6666666667,0.15367490632802738,1.3781156292673513
2019-01-01,1344354.0,1299825.5,2.8297506652725124,6.947191227548188
2019-02-01,1234328.0,1296752.3333333333,-8.184302646475562,7.1691337669317345
2019-03-01,1373061.0,1314081.1666666667,11.239557070729989,5.63665375181952
2019-04-01,1330825.0,1315880.0,-3.0760468762859094,6.777962495226042
2019-05-01,1369332.0,1326543.1666666667,2.893468337309568,1.0792707817386837
2019-06-01,1334137.0,1331006.1666666667,-2.5702313244706176,2.096669648644456
2019-07-01,1415918.0,1342933.5,6.129880214700578,3.665019595726937
2019-08-01,1324070.0,1357890.5,-6.486816326934186,5.691640983518886
2019-09-01,1342510.0,1352798.6666666667,1.3926756138270546,5.785414407826717
2019-10-01,1376347.0,1360385.6666666667,2.5204281532353656,4.266184456134403
2019-11-01,1366383.0,1359894.1666666667,-0.7239453422719699,4.675363675572819
2019-12-01,1373654.0,1366480.3333333333,0.5321348406705839,5.070910132564954
2020-01-01,1327234.0,1351699.6666666667,-3.3793080353567984,-1.273474099827876
2020-02-01,1237255.0,1337230.5,-6.779437537013067,0.23713307970005815
2020-03-01,1013021.0,1282315.6666666667,-18.123507280229212,-26.22170464385778
2020-04-01,689720.0,1167877.8333333333,-31.914540764702803,-48.17350139950782
2020-05-01,924218.0,1094183.6666666667,33.999014092675296,-32.505922595835045
2020-06-01,1016132.0,1034596.6666666666,9.945056252961958,-23.836007846270657
2020-07-01,1120421.0,1000127.8333333334,10.263331929316276,-20.86964075603248
2020-08-01,1179019.0,990421.8333333334,5.229998366685384,-10.954934406791184
2020-09-01,1163948.0,1015576.3333333334,-1.2782660839223081,-13.300608561574956
2020-10-01,1111958.0,1085949.3333333333,-4.46669438840911,-19.209472611194712
2020-11-01,1036350.0,1104638.0,-6.799537392599364,-24.153769477518384
2020-12-01,1039474.0,1108528.3333333333,0.301442562840748,-24.32781471899037
2021-01-01,941194.0,1078657.1666666667,-9.454781937787772,-29.08605415473081
2021-02-01,903771.0,1032782.5,-3.9761196947706856,-26.953538276264798
2021-03-01,1161079.0,1032304.3333333334,28.470486439595867,14.615491682798275
2021-04-01,1259266.0,1056855.6666666667,8.45653052031774,82.57640781766513
2021-05-01,1396116.0,1116816.6666666667,10.867441827223168,51.059165694673766
2021-06-01,1436111.0,1182922.8333333333,2.8647333029633737,41.33114595347849
2021-07-01,1430733.0,1264512.6666666667,-0.3744835879677777,27.696017836152652
2021-08-01,1341757.0,1337510.3333333333,-6.21891016702627,13.802830997634462
2021-09-01,1392405.0,1376064.6666666667,3.77475206017186,19.62776687618346
2021-10-01,1419010.0,1402688.6666666667,1.9107228141237664,27.613632889011996
2021-11-01,1336830.0,1392807.6666666667,-5.791361583075528,28.994065711390938
2021-12-01,1250568.0,1361883.8333333333,-6.452727721550233,20.30777104574044
2022-01-01,1247417.0,1331331.1666666667,-0.2519655068736748,32.53558777467769
2022-02-01,1205820.0,1308675.0,-3.3346507222524635,33.42096615182386
2022-03-01,1421526.0,1313528.5,17.888739612877536,22.43146245862684
2022-04-01,1312380.0,1295756.8333333333,-7.678086788423144,4.217853892664447
2022-05-01,1437421.0,1312522.0,9.52780444688277,2.958565047603501
2022-06-01,1400664.0,1337538.0,-2.5571492276792895,-2.4682632470609867
2022-07-01,1397083.0,1362482.3333333333,-0.25566445628644185,-2.3519412776527804
2022-08-01,1299083.0,1378026.1666666667,-7.014615452338912,-3.180456669873899
2022-09-01,1301611.0,1358040.3333333333,0.1945988054650849,-6.520660296393654
2022-10-01,1399185.0,1372507.8333333333,7.496402535012381,-1.397100795625117
2022-11-01,1395183.0,1365468.1666666667,-0.28602364948165926,4.365027714817882
2022-12-01,1437681.0,1371637.6666666667,3.0460520232829635,14.962241157617973
2023-01-01,1243898.0,1346106.8333333333,-13.478859357534812,-0.28210293751007587
2023-02-01,1206386.0,1330657.3333333333,-3.0156813500785473,0.04693901245624854
2023-03-01,1372403.0,1342456.0,13.76151580008389,-3.455652587430691
2023-04-01,1271145.0,1321116.0,-7.378153501558948,-3.1420015544278312
2023-05-01,1400815.0,1322054.6666666667,10.20103922054525,-2.5466443025390584
2023-06-01,1389009.0,1313942.6666666667,-0.842795087145698,-0.8321053443224091
2023-07-01,1379854.0,1336602.0,-0.6591030007724985,-1.2332123431463948
2023-08-01,1323647.0,1356145.5,-4.073401968614066,1.890872253735898
2023-09-01,1369045.0,1355585.8333333333,3.429766395421141,5.180810549388415
2023-10-01,1413597.0,1379327.8333333333,3.2542392689794752,1.0300281949849444
2023-11-01,1386008.0,1376860.0,-1.9516877865473736,-0.6576198247828402
2023-12-01,1384220.0,1376061.8333333333,-0.12900358439489334,-3.7185578720175028
2024-01-01,1397975.0,1379082.0,0.9937004233431024,12.386626556196735
2024-02-01,1347642.0,1383081.1666666667,-3.600422039020723,11.709021822202835
2024-03-01,1462878.0,1398720.0,8.550935634241142,6.592451342644989
2024-04-01,1372028.0,1391791.8333333333,-6.210360672591975,7.936388059584076
2024-05-01,1472721.0,1406244.0,7.338990166381443,5.133154627841652
2024-06-01,1405658.0,1409817.0,-4.553679889130391,1.1986243429668253
2024-07-01,1425569.0,1414416.0,1.4164896439958996,3.313031668567823
2024-08-01,1320157.0,1409835.1666666667,-7.394380770064446,-0.26366546367725396
2024-09-01,1364482.0,1393435.8333333333,3.3575551998739517,-0.3332980289179721
2024-10-01,1453242.0,1406971.5,6.505032679067946,2.8045475478513326
2024-11-01,1428050.0,1399526.3333333333,-1.7335034357663814,3.0333158250168912
2024-12-01,1440311.0,1405301.8333333333,0.8585833829347633,4.052173787403746
2025-01-01,1359026.0,1394211.3333333333,-5.643572811705255,-2.7861013251309963
2025-02-01,1271336.0,1386074.5,-6.452415185581439,-5.662186248276624
2025-03-01,1450686.0,1400441.8333333333,14.107206906750068,-0.8334256171738219
2025-04-01,1388613.0,1389670.3333333333,-4.278872202530392,1.2087945727055072
2025-05-01,1453480.0,1393908.6666666667,4.671351917344868,-1.3064932190143264
2025-06-01,1428563.0,1391950.6666666667,-1.7142994743649775,1.6294859773856807
2025-07-01,1469050.0,1410288.0,2.8341067212296567,3.050080353879747
2025-08-01,1383870.0,1429043.6666666667,-5.798305027058303,4.8261684026975615
2025-09-01,1417440.0,1423502.6666666667,2.4258058921719616,3.881179817689051
2025-10-01,1481222.0,1438937.5,4.499802460774349,1.925350354586497
2025-11-01,1448958.0,1438183.8333333333,-2.178201511994826,1.4640943944539853
2025-12-01,1438921.0,1439910.1666666667,-0.6927046884726784,-0.09650693496057183
2026-01-01,1435727.0,1434356.3333333333,-0.2219718803186499,5.643821383844028
2026-02-01,1298005.0,1420045.5,-9.592492165989775,2.097714530226469
2026-03-01,1478125.0,1430159.6666666667,13.876679981972329,1.8914499760802839
